company,address,location_phones,web_company
Nvidia Graphics Pvt Ltd,"  Address - C-1 Jacaranda,Wing-A Manyata Embassy Business Park				  				  Outer Ring Road","				        Bangalore / Bengaluru	                Karnataka , 560045	 (080) 66948400  66948410",www.nvidia.co.in
Nvieratech Info Systems Pvt Ltd,"  Address - #19, 1st Floor, 1st cross, P&T Colony				  				  R.T.Nagar Near R.T. Nagar police station","				        Bangalore / Bengaluru	                Karnataka , 560032	 (080) 23331727",www.nviera.com
Nvizion Solutions Pvt Ltd,"  Address - F-602, Lotus Corporate Park				  				  Off Western Express Highway, Jogeshwari (E)","				        Mumbai	                Maharashtra , 400063	 (022) 40866100",www.nvizionsolutions.com
NX Technologies,"  Address - 14-A,Lonavala Industrial Ci-Op Estate				  				  Ltd,Nangargaon","				        Lonawala	                Maharashtra , 410401	 (02114) 9823637711  327101",
NXP Semiconductors India Pvt Ltd,"  Address - Information Technology Park, Nagawara Village, Kasaba Hobli				        Bangalore / Bengaluru	                Karnataka , 560045	 (080) 40240000",www.nxp.com,
NxtGen Datacenter & Cloud Technologies Pvt Ltd,"  Address - 72,73, EPIP Area, Whitefield				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 30986000",www.nxtgen.co.in,
Nyasa Enterprise,"  Address - Shop No.59, Ground Floor				  				  Tardeo Air Condition Market,","				        Mumbai	                Maharashtra , 400034	 (022) 40047176  42958829",nyasa.info
Nyletech Solutions,"  Address - 95, 1st Floor, Marathahalli KR Puram,				  				  Outer Ring Road, Karthik Nagar, Marathahalli,","				        Bangalore / Bengaluru	                Karnataka , 560037	 (080) 68888171  8105787300",www.nyletech.com
Nylopower Corporation,"  Address - Shyam Sadan, 2nd Floor				  				  48, Bajaj Road, Vile Parle  (West)","				        Mumbai	                Maharashtra , 400056	 (022) 26184231  26160343",
NYSA Communications Pvt Ltd,"  Address - A-100, Sector 65,				        Noida	                Uttar Pradesh , 201301	 (0120) 4348912",nysaasia.com,
Nyusoft Solutions,"  Address - 404-406 Kaling Complex,				  				  Ashram Rd, Shreyas Colony, Navrangpura,","				        Ahmedabad	                Gujarat , 380009	 (079) 26582588",www.nyusoft.com
NZ Web Solution,"  Address - G,223 Battikal Second Lane,				  				  Garden Reach Road","				        Kolkata	                West Bengal , 	 (033) 9903579663",www.nzwebsolution.com
O A Network India Pvt Ltd,  Address - 27 S.V. Towers Third Floor				  				  80 Feet Road - Koramangala 6th Block,"				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 41109735",www.oneaccess-net.com
O Clock Software Pvt Ltd,"  Address - 1, 8th floor, A wing Parsn Manere,				  				  442, Anna Salai","				        Chennai	                Tamil Nadu , 600006	 (044) 42089942",www.oclocksoftware.com
Oak Systems Pvt Ltd,"  Address - #27, NGEF Lane, Off 100 Feet Road CMH Junction, Indiranagar				        Bangalore / Bengaluru	                Karnataka , 560038	 (080) 41267681",www.oaksys.net,
Oasis Business Solutions Pvt Ltd,"  Address - Millennium Business park (MBP), A				  				  3/124.Bldg 2,Sector 1, Mahape, Navi","				        Mumbai	                Maharashtra , 400705	 (022) 27782761  27782762",
Oasis Infotech,"  Address - SP-2 , 22 Godown Industrial Estate				        Jaipur	                Rajasthan , 302006	 (0141) 2214001  2211254",www.oasislims.com,
Oasys Infocom Pvt Ltd,"  Address - 309, Commercial Point				  				  79 Lenin Sarani","				        Kolkata	                West Bengal , 700013	 (033) 22646642  22646643",www.oasysinfo.com
OATSystems Software India Pvt Ltd,"  Address - No. 3, Fern Bank, Rest House Road				        Bangalore / Bengaluru	                Karnataka , 560001	 (080) 66595200",www.oatsystems.com,
Obabuji.com,"  Address - Address : 412 A Block Silver Mall, Near Modi Petrol Pump, R.N.T. Marg				        Indore	                Madhya Pradesh , 452001	 (0731) 6553140",www.obabuji.com,
Object Edge India Services Pvt Ltd,"  Address - Unit No. 305, Building No. 4				  				  Sector - III, Millennium Business Park, Mahape","				        Mumbai	                Maharashtra , 400710	 (022) 27781953",www.objectedge.com
Object Technology Solutions India Pvt Ltd,"  Address - SEZ, Hitech City  2 Gachibowli				        Hyderabad	                Telangana , 500081	 (040) 44251111",www.otsi.co.in,
ObjectFrontier Software Pvt Ltd,  Address - Ascendas International Technology Park Unit No: 2				  				  4th Floor Taramani Road,"				        Chennai	                Tamil Nadu , 600113	 (044) 30612100",www.objectfrontier.com
ObjectOne Information Systems Ltd,"  Address - 8-3-988/34/7/2/1 & 2,  Kamalapuri Colony, Srinagar				  				  Colony main Road","				        Hyderabad	                Telangana , 500073	 (040) 66615404   23757192",www.objectinfo.com
ObjectOrb Technologies Pvt Ltd,"  Address - 727, 61st Cross, 5th Block, Rajajinagar				        Bangalore / Bengaluru	                Karnataka , 560010	 (080) 23386895",,
ObjectSol Technologies Pvt Ltd,"  Address - SDF building Salt Lake Sector - V				        Kolkata	                West Bengal , 700059	 (033) 65413433",www.objectsol.in,
ObjectWin Technology India Pvt Ltd,"  Address - Kalyani Magnum IT Park, B Wing,				  				  6th Floor, Doraisani Palya   Bannerghatta Road, JP Nagar","				        Bangalore / Bengaluru	                Karnataka , 560011	 (080) 41304599",www.objectwin.com
Ocean Blue Communications,"  Address - B-204, IInd Floor, Jhulelala Apartments				  				  Pitampura","				        New Delhi	                Delhi , 110034	 (011) 9654421499",www.oceanbluecommunications.com
Oceanic e-Tech Solutions Pvt Ltd,"  Address - East Maruthi Nagar, Anupuram Colony				  				  Dr AS Rao Nagar,","				        Secunderabad	                Andhra Pradesh , 500062	 (040) 40128794",www.oceanice-tech.com
Oceanus Creative Technologies,"  Address - 34 BDM Sarani Niyalipur				        Kolkata	                West Bengal , 700053	 (033) 64144532",www.oceanuscreative.com,
Ochre Revival Design Studio,"  Address - F1/2, Sankool Apartments				  				  Friends Colony Ambawadi","				        Ahmedabad	                Gujarat , 380015	 (079) 26460402",www.ochrerevival.com
Ociuz Technologies,"  Address - XX/223/13 Buhari Tower, M.G Road				        Thrissur	                Kerala , 680001	 (0487) 8089000809",www.ociuz.com,
Ocsid Technologies LLP,"  Address - Old Income Tax Building,				  				  Vidyanagar,","				        Hubli	                Karnataka , 580030	 (0836) 8951866151",www.ocsidtechnologies.com
Octal Info Solution Pvt Ltd,"  Address - 6/78, Roop Vihar Colony				  				  Hari Marg, Near Kardhani Shopping Center, Malviya Nagar","				        Jaipur	                Rajasthan , 302017	 (0141) 2525810  4014177",www.octalsoftware.com
Octalsoft,"  Address - 3rd floor, Vrajendra Complex				  				  Nr. Devendra Bus Stop Naranpura","				        Ahmedabad	                Gujarat , 380013	 (079) 9723361568",www.octalsoft.com
Octane Info Solution Pvt Ltd,"  Address - CS 30, Salt Lake,				  				  Sec. 1, Near CAT Camp Island,","				        Kolkata	                West Bengal , 700064	 (033) 32626303  09051822026",
Octane Mobile Pvt Ltd,"  Address - 11 Tripti, 3rd Road, 1st Floor,Above Central Bank				        Mumbai	                Maharashtra , 400052	 (022) 26482969",www.octanetech.com,
Octaware Technologies,"  Address - 204, Timmy Arcade, Makwana Road, Marol Naka				  				  Off Andheri-Kurla Road","				        Mumbai	                Maharashtra , 400059	 (022) 9860165584",www.octaware.com
Octel Networks Pvt Ltd,"  Address - 887, 11th Main, 4th Cross,				  				  HAL II-Stage","				        Bangalore / Bengaluru	                Karnataka , 560008	 (080) 41155349  41136958",www.octelnetworks.com
Octopus Systems Pvt Ltd,"  Address - 610, Sagar Tech Plaza Andheri-Kurla Rd, Andheri E				        Mumbai	                Maharashtra , 400072	 (022) 66430809",www.octosystems.com,
Odelite Solutions,"  Address - 112, National Storage, S B Marg, Mahim (W)				        Mumbai	                Maharashtra , 422005	 (022) 40100411",www.odelitesolutions.com,
Odessa Solutions Pvt Ltd,"  Address - GGR Towers, Floor 3, 18/2B Bellandur Gate				  				  Sarjapur Road","				        Bangalore / Bengaluru	                Karnataka , 560103	 (080) 41464322",www.odessatechnologies.com
Odyssey Technologies Ltd,  Address - 5th Floor Dawlath Tower No 63				  				  Taylors Road Kilpauk,"				        Chennai	                Tamil Nadu , 600010	 (044) 26450013",www.odysseytec.com
Ofek Technologies,"  Address - A  23, 1st Floor,				  				  TC 11/2044-2, Kanaka Nagar, Vellayambalam","				        Thiruvananthapuram	                Kerala , 695003	 (0471) 2722111  2726966",www.ofek.co.in.
Offbeat Infotech Pvt Ltd,"  Address - 201, Amar Darshan,28/2 Old Palasiya				        Indore	                Madhya Pradesh , 452001	 (0731) 4066092",www.offbeatinfotech.com,
OfficeTimer,"  Address - 7, 2nd Floor, 1st Main Road				  				  Mahalakshmi Layout","				        Bangalore / Bengaluru	                Karnataka , 560086	 (080) 9743056173",www.officetimer.com
Official Gates Technologies Pvt Ltd,"  Address - First Floor, Sri Arcade, 106,				  				  st Main Rd, D Block, Annanagar East","				        Chennai	                Tamil Nadu , 600102	 (044) 98412 99222",www.officialgates.com
Offiz Solutions,"  Address - No:9 Parthasarathypuram				  				  North Usman Road, T. Nagar","				        Chennai	                Tamil Nadu , 600017	 (044) 28141002  28141003",www.offizsolutions.com
OFS Technologies Ltd,"  Address - No.5, Second Floor, Rajiv Gandhi Salai, Taramani				  				  Software Technology Park of India","				        Chennai	                Tamil Nadu , 600113	 (044) 43313364",www.ofstech.com
OG Software Solutions India Pvt Ltd,  Address - 4-B-1 Rajaram Film Directors Colony				  				  Kodambakkam,"				        Chennai	                Tamil Nadu , 600024	 (044) 9962946156",www.ogsoftwaresolutions.com
Oglacs Software Pvt Ltd,"  Address - Masigarh-20 Sukhdev Vihar,				        New Delhi	                Delhi , 110025	 (011) 65027561",www.oglacs.com,
Ojas Innovative Technologies,"  Address - Madhapur Kavuri Hills				  				  Phase 2,Santoshi Arcade 2nd Floor","				        Hyderabad	                Telangana , 500008	 (040) 41430000",www.ojas-it.com
Ojas Softech Pvt Ltd,"  Address - A-139, Sector 63,				        Noida	                Uttar Pradesh , 201303	 (0120) 4138503  9911840093",www.ojassoft.com,
Ojasaa Systems Pvt Ltd,"  Address - Saraswati Bhawan, North Oak,  Sanjauli				        Shimla	                Himachal Pradesh , 171006	 (0177) 2640209",www.ojasaa.com,
Okaya Infocom Pvt Ltd,"  Address - Okaya Center 3rd Floor, Tower -1,				  				  B-5, Sector -62,","				        Noida	                Uttar Pradesh , 201303	 (0120) 2400512",www.okayainfo.com
Oligosoft,"  Address - 612,Third Floor,80 Feet Road				  				  Koramangala 6th Block","				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 41514050",www.oligosoft.com
Olive e-Business Pvt Ltd,"  Address - B-1/H-2, Mohan Co-operative,Mathura Road				        New Delhi	                Delhi , 110044	 (011) 26991100",www.oliveglobal.com,
Olive Technology Ltd,"  Address - 308 Lumbini Rockdale,Somajiguda				        Hyderabad	                Telangana , 500082	 (040) 23399313",www.olivetech.com,
Olympus Premedia Pvt Ltd,"  Address - 46-48, 2nd Floor, SIDCO Garment Complex GUINDY				        Chennai	                Tamil Nadu , 600032	 (044) 42119900  42119971",www.olympus.co.in,
Om Nanotech Pvt Ltd,"  Address - SDF, E-3, 4 & 20 NSEZ				        Noida	                Uttar Pradesh , 201305	 (0120) 8860081278",www.om-nanotech.com,
Om Software Technologies Inc.,"  Address - G-140, Chattarpur				        New Delhi	                Delhi , 110074	 (011) 9818820411",www.omsofttech.com,
Om Techsoft,  Address - FF-32 Business Center				  				  Opp. Ghogha Get Nr. Gangajaliya Talav,"				        Bhavnagar	                Gujarat , 364001	 (0278) 9228220042",www.omtechsoft.com
OM Visions IT Services Pvt Ltd,"  Address - B-129, Fourth Floor, Sector  67				        Noida	                Uttar Pradesh , 201301	 (0120) 9717115658",www.omvisions.com,
Omega Infotech,"  Address - # 737/C, S.R.G Complex, 8th Main,				  				  Basaveshwar Nagar","				        Bangalore / Bengaluru	                Karnataka , 560052	 (080) 42060849",www.omegainfotech.co.in
Omega Networks,"  Address - G-1, Latest Corner, 26 Ravi Nagar Colony				        Indore	                Madhya Pradesh , 452001	 (0731) 4074407  9302976871",www.omeganetworks.in,
Omega Softwares,"  Address - A - 114, City Mall Complex,				  				  Near Pendharkar College, MIDC, Dombivali","				        Mumbai	                Maharashtra , 421203	 (022) 9820204941",www.omega-sys.com
Omitsoft Solutions,"  Address - 42/3 Ujjwal Nagar Wardha Road				        Nagpur	                Maharashtra , 440025	 (0712) 9850399472",,
Omkar Software Pvt Ltd,"  Address - 317/A, New #4 ,GL Kunj,				  				  8th Cross, 8th Block, Koramangala,","				        Bangalore / Bengaluru	                Karnataka , 560095	 (080) 9900543418",www.omkarsoft.com
OMLogic Consulting Pvt Ltd,"  Address - E-13/29, Harsha Bhawan,				  				  III Floor, CP","				        New Delhi	                Delhi , 110034	 (011) 64647380  64647381",www.omlogic.com
Ommune IT Solutions Pvt Ltd,"  Address - 207 A , Safal Solitaire, Near Divya Bhaskar Press				        Ahmedabad	                Gujarat , 380051	 (079) 40055388",www.ommune.com,
Ommzi Solutions Pvt Ltd,"  Address - Plot No. F- 335, Industrial Area Sector 74,				  				  Sahibzada Ajit Singh Nagar Phase 8b","				        Chandigarh	                Chandigarh , 160059	 (0172) 4626046",ommzi.com
Omni Integration,"  Address - A-47, Sector 2,				        Noida	                Uttar Pradesh , 201301	 (0120) 4233240",www.omniintegrate.com,
OMNI Solutions Information Technologies Pvt Ltd,"  Address - D 108, Sec 2, IInd Flr				        Noida	                Uttar Pradesh , 201301	 (0120) 2442591",www.omniesolutions.com,
Omni-Bridge Systems Pvt Ltd,"  Address - 301 Octave Complex Baner Road				        Pune	                Maharashtra , 411030	 (020) 9595804884",www.omni-bridge.com,
Omni-Net Technologies Pvt Ltd,"  Address - 28, Murli Nagar Cantonment Road				  				  Burlington","				        Lucknow	                Uttar Pradesh , 226001	 (0522) 4150501",otpl.co.in
Omnie Solutions India Pvt Ltd,"  Address - D-108,2nd Floor, Sector-2				        Noida	                Uttar Pradesh , 201301	 (0120) 2442591  2442594",www.omniesolutions.com,
